"product","relation_type","rule"
"M23510","related-products","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M22432""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M2365","related-products","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M75073""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M2365","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M10063,M10064,M1000784,M1000785,M11542,M11543,M62735,M74823,M1028355,M1014863,M1014864,M1014865,M1014867,M1014866,M1014868,M1014869,M1014870,M1014871,M1014872,M1014873,M1014874,M1014875,M1014876,M1014877,M1014878,M2366,M2367""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M2366","related-products","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M75074""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M2366","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M10063,M10064,M1000785,M1000784,M62735,M74823,M1028336,M2365,M2367,M1014863,M1014864,M1014865,M1014866,M1014867,M1014868,M1014869,M1014870,M1014871,M1014872,M1014873,M1014874,M1014875,M1014876,M1014877,M1014878""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M23729","related-products","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M23724""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M23751","related-products","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M23752""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M23764","related-products","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M23741,M23769,M25761""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M23766","related-products","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M22477""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M2393","related-products","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M75072""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M2393","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M2391,M64933,M64934,M1000784,M1000785""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M24143","related-products","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M24668,M26291,M22521,M22805,M22521,M22754,M22805""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M24563","related-products","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M22521""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M24605","related-products","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M22485,M24613,M22479""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M24606","related-products","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M23741,M22477""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M24607","related-products","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M25761,M22485,M22750""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M24608","related-products","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M22477,M23741,M25761,M24611""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M24609","related-products","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M25761,M22485,M25760,M22750""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M24610","related-products","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M25761,M22750,M25760,M22485""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M24612","related-products","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M23741,M22477""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M24613","related-products","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M23741,M22477""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M24632","related-products","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M22521""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M2495","others","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M46988""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M2495","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M57896,M53326,M62737,M79890,M79892,M79932,M1013514,M61240""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M25598","related-products","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M23741""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M25599","related-products","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M22485,M22750""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M25600","related-products","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M22479,M22485,M25611""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M26416","related-products","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M24828""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M26417","related-products","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M24828""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M26418","related-products","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M24828""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M26419","related-products","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M24828""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M26420","related-products","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M24828""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M26831","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M30250,M29931,M29936,M29929,M29935,M30251,M29934,M29932,M29930,M30378,M30376,M30377,M29933""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M29455","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M29456,M29468""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M29456","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M29455,M29468""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M29468","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M29456,M29455""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M29499","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M29502,M29503,M29525""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M29501","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M29523,M29524,M29529,M29530""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M29502","related-products","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M29506""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M29502","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M29499,M29503,M29525""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
